time/time_elapsed,time/total_timesteps,time/iterations,time/fps,rollout/ep_len_mean,shield/actions_allowed,shield/actions_block_ignored,shield/actions_blocked,rollout/ep_rew_mean,train/entropy_loss,train/policy_gradient_loss,train/learning_rate,train/clip_fraction,train/value_loss,train/explained_variance,train/n_updates,train/clip_range,train/loss,train/approx_kl,shield/stage,shield/delta,shield/transition_timestep
1052,4521984,92,4295,21.14,0,0,0,0.8666785955429077,-0.1534597890645576,-0.002326572341886883,0.0003,0.0302490234375,0.01332491414747589,0.4407498836517334,910,0.2,0.015589592978358269,0.008917716,,,
1062,4571136,93,4300,20.71,0,0,0,0.887214183807373,-0.14337942491595942,-0.0021688876435291605,0.0003,0.0294677734375,0.01005150861334793,0.37214118242263794,920,0.2,0.007755826227366924,0.0027095443,,,
1072,4620288,94,4306,20.95,0,0,0,0.8969641923904419,-0.1228254206245765,-0.0015335594995425103,0.0003,0.021950276692708333,0.010521764778362315,0.32785719633102417,930,0.2,0.0005599271971732378,0.0030956082,,,
1082,4669440,95,4311,20.87,0,0,0,0.876964271068573,-0.102820534662654,-0.0010311363100906116,0.0003,0.016739908854166666,0.009844386571300372,0.3316032290458679,940,0.2,0.0049458821304142475,0.002330804,,,
1093,4718592,96,4316,21.27,0,0,0,0.8967141509056091,-0.09741898490271221,-0.0010661647842425737,0.0003,0.0182373046875,0.009415087592484876,0.37006592750549316,950,0.2,0.007013925816863775,0.0045178146,,,
1103,4767744,97,4320,21.14,0,0,0,0.8480356335639954,-0.09840761504601687,-0.0013106530632891614,0.0003,0.020955403645833332,0.010592620550414721,0.3256077170372009,960,0.2,0.007726531941443682,0.0032197635,,,
1113,4816896,98,4324,20.75,0,0,0,0.8788571357727051,-0.11540372317734485,-0.0022898163942954852,0.0003,0.027817789713541666,0.013035031866214316,0.315005898475647,970,0.2,0.006641428917646408,0.0047698007,,,
1123,4866048,99,4329,20.3,0,0,0,0.8793571591377258,-0.08054065273609012,-0.0012458230537959025,0.0003,0.018971761067708332,0.012674400709389981,0.28364914655685425,980,0.2,0.01038409024477005,0.029146286,,,
1133,4915200,100,4335,21.64,0,0,0,0.9030715227127075,-0.07656823025123836,-0.0007653389186392209,0.0003,0.014963785807291666,0.010167437987850766,0.28882068395614624,990,0.2,0.012435179203748703,0.0020888017,,,
1143,4964352,101,4340,20.26,0,0,0,0.8795357346534729,-0.08518019323431265,-0.0008336283093134019,0.0003,0.017873128255208332,0.010441410578944972,0.2932993173599243,1000,0.2,-0.0007211675401777029,0.0028987012,,,
1154,5013504,102,4343,20.86,0,0,0,0.8970356583595276,-0.07526345825366056,-0.000913161383808377,0.0003,0.014589436848958333,0.009845943363082673,0.31153178215026855,1010,0.2,0.0035936252679675817,0.0059445146,,,
